"","professionals.professionals_location","lon","lat"
"23454","Meru, Meru County, Kenya",37.6456042,0.0514721
"23455","Greater New York City Area",-74.0059728,40.7127753
"23456","Jordan",-94.174145,36.303495
"23457","Austin, Texas Area",-97.7430608,30.267153
"23458","New York, New York",-74.0059728,40.7127753
"23459","Jenkintown, Pennsylvania",-75.1251743,40.0959438
"23460","Greater Philadelphia Area",-75.1652419,39.9526322
"23461","Morristown, New Jersey",-74.4815438,40.7967667
"23462","Los Angeles, California",-118.2436849,34.0522342
"23463","Nigeria",8.675277,9.081999
"23464","Houston, Texas",-95.3698028,29.7604267
"23465","Greater Los Angeles Area",-118.2848067,33.8726016
"23466","United States",-95.712891,37.09024
"23467","Saginaw, Michigan Area",-83.9508068,43.4194699
"23468","Monroeville, Pennsylvania",-79.7881024,40.4211798
"23469","Albania",20.168331,41.153332
"23470","Seattle, Washington",-122.3320708,47.6062095
"23471","Egypt",30.802498,26.820553
"23472","Orlando, Florida Area",-81.3789269,28.5383832
"23473","Chicago, Illinois",-87.6297982,41.8781136
"23474","Greater New York City Area",-74.0059728,40.7127753
"23475","Greater New York City Area",-74.0059728,40.7127753
"23476","Ireland",-7.6920536,53.1423672
"23477","Greater Los Angeles Area",-118.2848067,33.8726016
"23478","Carmel, Indiana",-86.1180435,39.978371
"23479","New Delhi Area, India",77.2090212,28.6139391
"23480","Seattle, Washington",-122.3320708,47.6062095
"23481","Denver, Colorado",-104.990251,39.7392358
"23482","Atlanta, Georgia",-84.3879824,33.7489954
"23483","Houston, Texas",-95.3698028,29.7604267
"23484","Arlington, Virginia",-77.1067698,38.8799697
"23485","Modesto, California",-120.9970014,37.6392595
"23486","Dallas, Texas",-96.7969879,32.7766642
"23487","Greenville, South Carolina Area",-82.3940104,34.8526176
"23488","Mumbai Area, India",72.8776559,19.0759837
"23489","Denver, Colorado",-104.990251,39.7392358
"23490","Los Angeles, California",-118.2436849,34.0522342
"23491","Nashville, Tennessee",-86.7816016,36.1626638
"23492","New Delhi, Delhi, India",77.2090212,28.6139391
"23493","Edison, New Jersey",-74.4120953,40.5187154
"23494","New York, New York",-74.0059728,40.7127753
"23495","The Gambia",-15.310139,13.443182
"23496","Karachi, Sindh, Pakistan",67.0011364,24.8607343
"23497","Austin, Texas Area",-97.7430608,30.267153
"23498","Bogotá D.C. Area, Colombia",-74.072092,4.7109886
"23499","Washington D.C. Metro Area",-77.3783789,39.1289725
"23500","San Antonio, Texas Area",-98.4936282,29.4241219
"23501","Lansing, Michigan Area",-84.5555347,42.732535
"23502","Dallas/Fort Worth Area",-96.9209135,32.7078751
"23503","Owings Mills, Maryland",-76.7802528,39.4195499
"23504","Greater Chicago Area",-88.0118473,41.7435073
"23505","Providence, Rhode Island Area",-71.4128343,41.8239891
"23506","Atlanta, Georgia",-84.3879824,33.7489954
"23507","Austin, Texas Area",-97.7430608,30.267153
"23508","Greater Pittsburgh Area",-79.9192702,40.3565093
"23509","Los Angeles, California",-118.2436849,34.0522342
"23510","Boston, Massachusetts",-71.0588801,42.3600825
"23511","Greater Atlanta Area",-84.4382721,33.8498184
"23512","Los Angeles, California",-118.2436849,34.0522342
"23513","Tampa, Florida",-82.4571776,27.950575
"23514","Greater Chicago Area",-88.0118473,41.7435073
"23515","Katy, Texas",-95.8245093,29.7857765
"23516","Trichur Area, India",76.2144349,10.5276416
"23517","Washington D.C. Metro Area",-77.3783789,39.1289725
"23518","Garden Grove, California",-117.9379952,33.7742692
"23519","Colombia",-74.297333,4.570868
"23520","Clemson, South Carolina",-82.8373654,34.6834382
"23521","Anaheim, California",-117.9143012,33.8365932
"23522","New York, New York",-74.0059728,40.7127753
"23523","Dallas/Fort Worth Area",-96.9209135,32.7078751
"23524","Seattle, Washington",-122.3320708,47.6062095
"23525","Greater Atlanta Area",-84.4382721,33.8498184
"23526","Greater Philadelphia Area",-75.1652419,39.9526322
"23527","Naples Area, Italy",14.26812,40.8517983
"23528","Birmingham, Alabama",-86.8103567,33.5185892
"23529","Saint Cloud, Minnesota",-94.1632404,45.5579451
"23530","Austin, Texas Area",-97.7430608,30.267153
"23531","San Francisco, California",-122.4194155,37.7749295
"23532","Greater Chicago Area",-88.0118473,41.7435073
"23533","Greater Atlanta Area",-84.4382721,33.8498184
"23534","Greater Philadelphia Area",-75.1652419,39.9526322
"23535","Kampala, Central Region, Uganda",32.5825197,0.3475964
"23536","Chicago, Illinois",-87.6297982,41.8781136
"23537","Edmonton, Alberta, Canada",-113.4938229,53.5461245
"23538","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"23539","Greater New York City Area",-74.0059728,40.7127753
"23540","Greater San Diego Area",-116.6081653,33.0933809
"23541","São Paulo Area, Brazil",-46.6395571,-23.5557714
"23542","Houston, Texas Area",-95.3698028,29.7604267
"23543","San Francisco Bay Area",-122.2913078,37.8271784
"23544","Lara Area, Venezuela",-69.8597406,10.1537842
"23545","Atlanta, Georgia",-84.3879824,33.7489954
"23546","Frisco, Texas",-96.8236116,33.1506744
"23547","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"23548","Chicago, Illinois",-87.6297982,41.8781136
"23549","Lawrenceville, Georgia",-83.9879625,33.9562149
"23550","San Francisco Bay Area",-122.2913078,37.8271784
"23551","Lafayette, California",-122.1180201,37.8857582
"23552","Brownsville, Texas Area",-97.4974838,25.9017472
"23553","Los Angeles, California",-118.2436849,34.0522342
"23554","Dallas, Texas",-96.7969879,32.7766642
"23555","Bayonne, New Jersey",-74.1143091,40.6687141
"23556","San Antonio, Texas Area",-98.4936282,29.4241219
"23557","Greater Boston Area",-71.0588305,42.3600709
"23558","Caracas, Capital District, Venezuela",-66.9036063,10.4805937
"23559","Finland",25.7481511,61.92411
"23560","Egypt",30.802498,26.820553
"23561","San Francisco Bay Area",-122.2913078,37.8271784
"23562","Salem, Virginia",-80.0547626,37.2934681
"23563","Miami/Fort Lauderdale Area",-80.6326916,26.3013917
"23564","Chicago, Illinois",-87.6297982,41.8781136
"23565","San Francisco Bay Area",-122.2913078,37.8271784
"23566","Greater New York City Area",-74.0059728,40.7127753
"23567","United States",-95.712891,37.09024
"23568","San Francisco Bay Area",-122.4194155,37.7749295
"23569","Portland, Oregon",-122.6783853,45.515232
"23570","Portland, Oregon Area",-122.6783853,45.515232
"23571","Dallas/Fort Worth Area",-96.9209135,32.7078751
"23572","Ypsilanti, Michigan",-83.6129939,42.2411499
"23573","Greater Philadelphia Area",-75.1652419,39.9526322
"23574","Greater Philadelphia Area",-75.1652419,39.9526322
"23575","Argentina",-63.616672,-38.416097
"23576","São Paulo Area, Brazil",-46.6395571,-23.5557714
"23577","Houston, Texas Area",-95.3698028,29.7604267
"23578","Virginia Beach, Virginia",-75.977985,36.8529263
"23579","Greater New York City Area",-74.0059728,40.7127753
"23580","Houston, Texas Area",-95.3698028,29.7604267
"23581","Hillsboro, Oregon",-122.9898424,45.5201438
"23582","Greater Atlanta Area",-84.4382721,33.8498184
"23583","New York, New York",-74.0059728,40.7127753
"23584","Saudi Arabia",45.079162,23.885942
"23585","Washington D.C. Metro Area",-77.3783789,39.1289725
"23586","London, Canada Area",-81.2452768,42.9849233
"23587","Greater New York City Area",-74.0059728,40.7127753
"23588","Greater Seattle Area",-122.3320534,47.6061031
"23589","Austin, Texas",-97.7430608,30.267153
"23590","Uganda",32.290275,1.373333
"23591","United States",-95.712891,37.09024
"23592","Dade City, Florida",-82.1959178,28.3647248
"23593","Dade City, Florida",-82.1959178,28.3647248
"23594","Greater New York City Area",-74.0059728,40.7127753
"23595","Tampa/St. Petersburg, Florida Area",-82.6402915,27.7676008
"23596","Gijón Area, Spain",-5.6611195,43.5322015
"23597","Greater Seattle Area",-122.3320534,47.6061031
"23598","Phoenix, Arizona Area",-112.0740373,33.4483771
"23599","New York, New York",-74.0059728,40.7127753
"23600","Hudson, Florida",-82.6934343,28.3644485
"23601","Randolph, New Jersey",-74.5747248,40.8478065
"23602","San Francisco Bay Area",-122.2913078,37.8271784
"23603","New York, New York",-74.0059728,40.7127753
"23604","Cleveland, Ohio",-81.6943605,41.49932
"23605","Indianapolis, Indiana",-86.158068,39.768403
"23606","Greater New York City Area",-74.0059728,40.7127753
"23607","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"23608","Laredo, Texas",-99.5075519,27.5035613
"23609","West Hollywood, California",-118.3617443,34.0900091
"23610","Bari Area, Italy",16.8718715,41.1171432
"23611","Austin, Texas",-97.7430608,30.267153
"23612","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"23613","Washington D.C. Metro Area",-77.3783789,39.1289725
"23614","New York, New York",-74.0059728,40.7127753
"23615","Villa Park, Illinois",-87.9889543,41.8897519
"23616","Orland Park, Illinois",-87.8539425,41.6303103
"23617","Austin, Texas",-97.7430608,30.267153
"23618","California, California",-117.9859038,35.125801
"23619","Greater Chicago Area",-88.0118473,41.7435073
"23620","Atlanta, Georgia",-84.3879824,33.7489954
"23621","San Francisco Bay Area",-122.2913078,37.8271784
"23622","Detroit, Michigan",-83.0457538,42.331427
"23623","Greater Philadelphia Area",-75.1652419,39.9526322
"23624","Washington D.C. Metro Area",-77.3783789,39.1289725
"23625","Urbana-Champaign, Illinois Area",-88.2072697,40.1105875
"23626","Newark",-74.1723667,40.735657
"23627","Denver, Colorado",-104.990251,39.7392358
"23628","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"23629","Greater San Diego Area",-116.6081653,33.0933809
"23630","San Francisco Bay Area",-122.2913078,37.8271784
"23631","Hartford, Connecticut Area",-72.6733723,41.7658043
"23632","Dallas/Fort Worth Area",-96.9209135,32.7078751
"23633","Birmingham, Alabama",-86.8103567,33.5185892
"23634","Chicago, Illinois",-87.6297982,41.8781136
"23635","Reno, Nevada",-119.8138027,39.5296329
"23636","West Lafayette, Indiana",-86.9080655,40.4258686
"23637","Ruston, Louisiana",-92.637927,32.5232053
"23638","New Delhi Area, India",77.2090212,28.6139391
"23639","Dallas/Fort Worth Area",-96.9209135,32.7078751
"23640","Beijing City, China",116.4073963,39.9041999
"23641","Portland, Oregon Area",-122.6783853,45.515232
"23642","Washington D.C. Metro Area",-77.3783789,39.1289725
"23643","Ann Arbor, Michigan",-83.7430378,42.2808256
"23644","New York, New York",-74.0059728,40.7127753
"23645","New York, New York",-74.0059728,40.7127753
"23646","Sacramento, California",-121.4943996,38.5815719
"23647","Washington, Washington",-80.2461714,40.17396
"23648","Syosset, New York",-73.502068,40.8262101
"23649","Greater Chicago Area",-88.0118473,41.7435073
"23650","Houston, Texas",-95.3698028,29.7604267
"23651","San Francisco Bay Area",-122.2913078,37.8271784
"23652","Greater Pittsburgh Area",-79.9192702,40.3565093
"23653","Jonesboro",-90.704279,35.8422967
"23654","Tampa, Florida",-82.4571776,27.950575
"23655","Dallas/Fort Worth Area",-96.9209135,32.7078751
"23656","San Francisco, California",-122.4194155,37.7749295
"23657","Chicago, Illinois",-87.6297982,41.8781136
"23658","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"23659","Elgin, Illinois",-88.2825668,42.0354084
"23660","Atlanta, Georgia",-84.3879824,33.7489954
"23661","Portland, Oregon Area",-122.6783853,45.515232
"23662","San Francisco Bay Area",-122.2913078,37.8271784
"23663","Winchester, Virginia",-78.1633341,39.1856597
"23664","Curitiba Area, Brazil",-49.2699727,-25.4372382
"23665","Hingham, Massachusetts",-70.889759,42.2418172
"23666","San Francisco Bay Area",-122.2913078,37.8271784
"23667","Greater Detroit Area",-83.0790865,42.8105356
"23668","Houston, Texas Area",-95.3698028,29.7604267
"23669","Greater Pittsburgh Area",-79.9192702,40.3565093
"23670","Madurai Area, India",78.1197754,9.9252007
"23671","Greater Boston Area",-71.0588305,42.3600709
"23672","Greater Atlanta Area",-84.4382721,33.8498184
"23673","State College, Pennsylvania",-77.8600012,40.7933949
"23674","Commerce, Georgia",-83.4571057,34.203997
"23675","Philippines",121.774017,12.879721
"23676","Greater Seattle Area",-122.3320534,47.6061031
"23677","Istanbul, Turkey",28.9783589,41.0082376
"23678","Greater Los Angeles Area",-118.2848067,33.8726016
"23679","Lahore, Punjab, Pakistan",74.3587473,31.5203696
"23680","Lagos, Nigeria",3.3792057,6.5243793
"23681","Greater New York City Area",-74.0059728,40.7127753
"23682","Detroit, Michigan",-83.0457538,42.331427
"23683","Houston, Texas Area",-95.3698028,29.7604267
"23684","Walnut Creek, California",-122.0651819,37.9100783
"23685","Qazvin, Qazvin Province, Iran",49.998236,36.2736589
"23686","Mason, Ohio",-84.309939,39.3600586
"23687","Greater Philadelphia Area",-75.1652419,39.9526322
"23688","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"23689","New York, New York",-74.0059728,40.7127753
"23690","Hermosillo, Sonora, Mexico",-110.9559192,29.0729673
"23691","Greater Atlanta Area",-84.4382721,33.8498184
"23692","India",78.96288,20.593684
"23693","Pittsburgh, Pennsylvania",-79.9958864,40.4406248
"23694","Natal Area, Brazil",-35.1999708,-5.7841695
"23695","West Linn, Oregon",-122.6301313,45.3662205
"23696","Madrid, Community of Madrid, Spain",-3.7037902,40.4167754
"23697","New Delhi Area, India",77.2090212,28.6139391
"23698","Syracuse, New York",-76.1474244,43.0481221
"23699","Miami/Fort Lauderdale Area",-80.6326916,26.3013917
"23700","Tampa/St. Petersburg, Florida Area",-82.6402915,27.7676008
"23701","Greater Philadelphia Area",-75.1652419,39.9526322
"23702","Elizabeth, New Jersey",-74.2107006,40.6639916
"23703","Greater Atlanta Area",-84.4382721,33.8498184
"23704","Portland, Oregon",-122.6783853,45.515232
"23705","Greater Atlanta Area",-84.4382721,33.8498184
"23706","New York, New York",-74.0059728,40.7127753
"23707","Austin, Texas",-97.7430608,30.267153
"23708","Washington D.C. Metro Area",-77.3783789,39.1289725
"23709","Algeria area",1.659626,28.033886
"23710","Charleston, South Carolina",-79.9310512,32.7764749
"23711","Greater New York City Area",-74.0059728,40.7127753
"23712","Indianapolis, Indiana",-86.158068,39.768403
"23713","Providence, Rhode Island Area",-71.4076247,41.8173654
"23714","Greater New York City Area",-74.0059728,40.7127753
"23715","Greater Los Angeles Area",-118.2848067,33.8726016
"23716","Chesterton, Indiana",-87.0641992,41.6105937
"23717","Atlanta, Georgia",-84.3879824,33.7489954
"23718","Greater Chicago Area",-88.0118473,41.7435073
"23719","Greater Atlanta Area",-84.4382721,33.8498184
"23720","Washington D.C. Metro Area",-77.3783789,39.1289725
"23721","Indianapolis, Indiana",-86.158068,39.768403
"23722","Atlanta, Georgia",-84.3879824,33.7489954
"23723","Greater New York City Area",-74.0059728,40.7127753
"23724","Houston, Texas",-95.3698028,29.7604267
"23725","Fort Washington, Maryland",-77.0230313,38.7073379
"23726","Hartford, Connecticut Area",-72.6733723,41.7658043
"23727","India",78.96288,20.593684
"23728","Poplar Bluff, Missouri",-90.392888,36.7569994
"23729","Fort Bragg, North Carolina",-79.0079949,35.1414552
"23730","Greater Detroit Area",-83.0790865,42.8105356
"23731","Tampa/St. Petersburg, Florida Area",-82.6402915,27.7676008
"23732","São Paulo Area, Brazil",-46.6395571,-23.5557714
"23733","Round Rock, Texas",-97.678896,30.5082551
"23734","Greater New York City Area",-74.0059728,40.7127753
"23735","Tanzania",34.888822,-6.369028
"23736","Istanbul, Turkey",28.9783589,41.0082376
"23737","New York, New York",-74.0059728,40.7127753
"23738","Colombia",-74.297333,4.570868
"23739","Seattle, Washington",-122.3320708,47.6062095
"23740","Chicago, Illinois",-87.6297982,41.8781136
"23741","Alexandria, Alexandria Governorate, Egypt",29.9187387,31.2000924
"23742","United Arab Emirates",53.847818,23.424076
"23743","Richardson, Texas",-96.7298519,32.9483335
"23744","Las Vegas, Nevada",-115.1398296,36.1699412
"23745","Greater Los Angeles Area",-118.2848067,33.8726016
"23746","Greater Los Angeles Area",-118.2848067,33.8726016
"23747","Pittston, Pennsylvania",-75.7893604,41.3259134
"23748","Indianapolis, Indiana",-86.158068,39.768403
"23749","New Brunswick, New Jersey",-74.4518188,40.4862157
"23750","Huntsville, Alabama Area",-86.5861037,34.7303688
"23751","New Brunswick, New Jersey",-74.4518188,40.4862157
"23752","Chicago, Illinois",-87.6297982,41.8781136
"23753","Portland, Oregon",-122.6783853,45.515232
"23754","Greater New York City Area",-74.0059728,40.7127753
"23755","New York, New York",-74.0059728,40.7127753
"23756","Buffalo/Niagara, New York Area",-79.06434,43.0834256
"23757","Greater New York City Area",-74.0059728,40.7127753
"23758","Kanpur, Uttar Pradesh, India",80.3318736,26.449923
"23759","Quilon Area, India",76.6141396,8.8932118
"23760","Kottayam, Kerala, India",76.5221531,9.5915668
"23761","Egypt",30.802498,26.820553
"23762","Santiago Province, Chile",-70.6667,-33.45
"23763","Columbus, Mississippi",-88.4272627,33.4956744
"23764","Greater Atlanta Area",-84.4382721,33.8498184
"23765","Greater New York City Area",-74.0059728,40.7127753
"23766","Thiruvananthapuram Area, India",76.9366376,8.5241391
"23767","Oklahoma City, Oklahoma Area",-97.5164276,35.4675602
"23768","Houston, Texas",-95.3698028,29.7604267
"23769","Pittsburgh, Pennsylvania",-79.9958864,40.4406248
"23770","Chicago, Illinois",-87.6297982,41.8781136
"23771","Sterling Heights, Michigan",-83.0302033,42.5803122
"23772","Knoxville, Tennessee",-83.9207392,35.9606384
"23773","Greater Detroit Area",-83.0790865,42.8105356
"23774","Portland, Oregon Area",-122.6783853,45.515232
"23775","Bedford, Massachusetts",-71.2760089,42.4906231
"23776","Greater Philadelphia Area",-75.1652419,39.9526322
"23777","Greater New Orleans Area",-90.1494988,29.973969
"23778","Buffalo, New York",-78.8783689,42.8864468
"23779","Chestertown, New York",-73.8012532,43.6528618
"23780","Boston, Massachusetts",-71.0588801,42.3600825
"23781","Washington D.C. Metro Area",-77.3783789,39.1289725
"23782","New York, New York",-74.0059728,40.7127753
"23783","Chicago, Illinois",-87.6297982,41.8781136
"23784","Chicago, Illinois",-87.6297982,41.8781136
"23785","Greater Los Angeles Area",-118.2848067,33.8726016
"23786","Greater Atlanta Area",-84.4382721,33.8498184
"23787","Atlanta, Georgia",-84.3879824,33.7489954
"23788","Greater Los Angeles Area",-118.2848067,33.8726016
"23789","Dallas/Fort Worth Area",-96.9209135,32.7078751
"23790","San Antonio, Texas",-98.4936282,29.4241219
"23791","Nigeria",8.675277,9.081999
"23792","New York, New York",-74.0059728,40.7127753
"23793","Venezuela",-66.58973,6.42375
"23794","San Antonio, Texas Area",-98.4936282,29.4241219
"23795","Greater Los Angeles Area",-118.2848067,33.8726016
"23796","Greater New York City Area",-74.0059728,40.7127753
"23797","United States",-95.712891,37.09024
"23798","Baltimore, Maryland",-76.6121893,39.2903848
"23799","Nigeria",8.675277,9.081999
"23800","Chicago, Illinois",-87.6297982,41.8781136
"23801","Greater Chicago Area",-88.0118473,41.7435073
"23802","New York, New York",-74.0059728,40.7127753
"23803","New York, New York",-74.0059728,40.7127753
"23804","Tucson, Arizona",-110.9747108,32.2226066
"23805","North Potomac, Maryland",-77.2347674,39.097769
"23806","Greater Detroit Area",-83.0790865,42.8105356
"23807","New York, New York",-74.0059728,40.7127753
"23808","Raleigh-Durham, North Carolina Area",-78.8636402,35.8991678
"23809","Dallas/Fort Worth Area",-96.9209135,32.7078751
"23810","Chicago, Illinois",-87.6297982,41.8781136
"23811","Chicago, Illinois",-87.6297982,41.8781136
"23812","Tehran Province, Iran",51.381653,35.7248416
"23813","Chicago, Illinois",-87.6297982,41.8781136
"23814","Chicago, Illinois",-87.6297982,41.8781136
"23815","San Francisco, California",-122.4194155,37.7749295
"23816","United States",-95.712891,37.09024
"23817","Tempe, Arizona",-111.9400054,33.4255104
"23818","Greater New York City Area",-74.0059728,40.7127753
"23819","Baltimore, Maryland Area",-76.6121893,39.2903848
"23820","Lancaster, Pennsylvania",-76.3055144,40.0378755
"23821","Greater Los Angeles Area",-118.2848067,33.8726016
"23822","Jordan",-94.174145,36.303495
"23823","Rabat Prefecture, Morocco",-6.2375947,33.8175173
"23824","Eugene, Oregon Area",-123.0867536,44.0520691
"23825","New York, New York",-74.0059728,40.7127753
"23826","Chicago, Illinois",-87.6297982,41.8781136
"23827","Houston, Texas Area",-95.3698028,29.7604267
"23828","Washington, Washington",-80.2461714,40.17396
"23829","Dallas, Texas",-96.7969879,32.7766642
"23830","Washington, Washington",-80.2461714,40.17396
"23831","Portland, Oregon",-122.6783853,45.515232
"23832","Dallas, Texas",-96.7969879,32.7766642
"23833","Los Angeles, California",-118.2436849,34.0522342
"23834","San Antonio, Texas",-98.4936282,29.4241219
"23835","Seattle, Washington",-122.3320708,47.6062095
"23836","Jacksonville, Florida",-81.655651,30.3321838
"23837","Chicago, Illinois",-87.6297982,41.8781136
"23838","California, California",-117.9859038,35.125801
"23839","Zimbabwe",29.154857,-19.015438
"23840","Plano, Texas",-96.6988856,33.0198431
"23841","Greater Atlanta Area",-84.4382721,33.8498184
"23842","Saudi Arabia",45.079162,23.885942
"23843","Greater New York City Area",-74.0059728,40.7127753
"23844","Ashland, Nebraska",-96.3683157,41.0393413
"23845","Dallas/Fort Worth Area",-96.9209135,32.7078751
"23846","Qatar",51.183884,25.354826
"23847","Greater Chicago Area",-88.0118473,41.7435073
"23848","Salina, Kansas",-97.6114237,38.8402805
"23849","Farrukhabad Area, India",79.5785662,27.3914786
"23850","Chandigarh Area, India",76.7794179,30.7333148
"23851","Dallas/Fort Worth Area",-96.9209135,32.7078751
"23852","San Antonio, Texas",-98.4936282,29.4241219
"23853","Los Angeles, California",-118.2436849,34.0522342
"23854","Decatur, Georgia",-84.2963123,33.7748275
"23855","Tehran, Tehran Province, Iran",51.3889736,35.6891975
"23856","Washington D.C. Metro Area",-77.3783789,39.1289725
"23857","Toronto, Canada Area",-79.3831843,43.653226
"23858","Los Angeles, California",-118.2436849,34.0522342
"23859","Washington D.C. Metro Area",-77.3783789,39.1289725
"23860","Vietnam",108.277199,14.058324
"23861","Tampa/St. Petersburg, Florida Area",-82.6402915,27.7676008
"23862","Williamsport, Pennsylvania",-77.0010786,41.2411897
"23863","Fairfax, Virginia",-77.3063733,38.8462236
"23864","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"23865","Arlington, Texas",-97.1080656,32.735687
"23866","Greater Seattle Area",-122.3320534,47.6061031
"23867","Greater Philadelphia Area",-75.1652419,39.9526322
"23868","Chattanooga, Tennessee Area",-85.3096801,35.0456297
"23869","Austin, Texas Area",-97.7430608,30.267153
"23870","Bothell, Washington",-122.2054452,47.760111
"23871","New York, New York",-74.0059728,40.7127753
"23872","Auburn, Alabama",-85.4807825,32.6098566
"23873","San Francisco, California",-122.4194155,37.7749295
"23874","Dallas, Texas",-96.7969879,32.7766642
"23875","El Salvador",-88.89653,13.794185
"23876","Washington D.C. Metro Area",-77.3783789,39.1289725
"23877","Greater Philadelphia Area",-75.1652419,39.9526322
"23878","Baltimore, Maryland",-76.6121893,39.2903848
"23879","Greater Chicago Area",-88.0118473,41.7435073
"23880","Heroica Veracruz, Mexico",-96.1342241,19.173773
"23881","Greater Atlanta Area",-84.4382721,33.8498184
"23882","Greater Philadelphia Area",-75.1652419,39.9526322
"23883","Houston, Texas",-95.3698028,29.7604267
"23884","Ariana Governorate, Tunisia",10.1255164,36.9922751
"23885","Dallas/Fort Worth Area",-96.9209135,32.7078751
"23886","Towson, Maryland",-76.6019125,39.4014955
"23887","San Francisco, California",-122.4194155,37.7749295
"23888","Irving, Texas",-96.9488945,32.8140177
"23889","Baltimore, Maryland Area",-76.6121893,39.2903848
"23890","Greater Seattle Area",-122.3320534,47.6061031
"23891","Tampa/St. Petersburg, Florida Area",-82.6402915,27.7676008
"23892","Mannheim Area, Germany",8.4660395,49.4874592
"23893","Washington, Washington",-80.2461714,40.17396
"23894","Greater Detroit Area",-83.0790865,42.8105356
"23895","Los Angeles, California",-118.2436849,34.0522342
"23896","Greater Atlanta Area",-84.4382721,33.8498184
"23897","Atlanta, Georgia",-84.3879824,33.7489954
"23898","Greater Atlanta Area",-84.4382721,33.8498184
"23899","Des Moines, Iowa Area",-93.6249593,41.5868353
"23900","Greater Atlanta Area",-84.4382721,33.8498184
"23901","Austin, Texas",-97.7430608,30.267153
"23902","Greater New York City Area",-74.0059728,40.7127753
"23903","Greater Seattle Area",-122.3320534,47.6061031
"23904","Dallas/Fort Worth Area",-96.9209135,32.7078751
"23905","Greater Los Angeles Area",-118.2848067,33.8726016
"23906","Greater Atlanta Area",-84.4382721,33.8498184
"23907","Washington D.C. Metro Area",-77.3783789,39.1289725
"23908","Lima, Ohio Area",-84.1052256,40.742551
"23909","Saint John, Indiana",-87.4700381,41.4500356
"23910","New York, New York",-74.0059728,40.7127753
"23911","Los Angeles, California",-118.2436849,34.0522342
"23912","Greater Los Angeles Area",-118.2848067,33.8726016
"23913","Greater San Diego Area",-116.6081653,33.0933809
"23914","Tampa/St. Petersburg, Florida Area",-82.6402915,27.7676008
"23915","Saint Charles, Missouri",-90.4974359,38.7881062
"23916","Greater New York City Area",-74.0059728,40.7127753
"23917","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"23918","Reynoldsburg, Ohio",-82.8121191,39.9547861
"23919","Nigeria",8.675277,9.081999
"23920","Madison, Wisconsin",-89.4012302,43.0730517
"23921","Tampa, Florida",-82.4571776,27.950575
"23922","Falls Church, Virginia",-77.1710914,38.882334
"23923","United States",-95.712891,37.09024
"23924","Madison, Wisconsin Area",-89.4012302,43.0730517
"23925","Greater New York City Area",-74.0059728,40.7127753
"23926","Round Rock, Texas",-97.678896,30.5082551
"23927","Ann Arbor, Michigan",-83.7430378,42.2808256
"23928","Greater Los Angeles Area",-118.2848067,33.8726016
"23929","Greater Los Angeles Area",-118.2848067,33.8726016
"23930","Greater Seattle Area",-122.3320534,47.6061031
"23931","Sunnyvale, California",-122.0363496,37.36883
"23932","Greater Chicago Area",-88.0118473,41.7435073
"23933","Seattle, Washington",-122.3320708,47.6062095
"23934","São Paulo Area, Brazil",-46.6395571,-23.5557714
"23935","Guatemala City, Guatemala",-90.5068824,14.6349149
"23936","Papua New Guinea",143.95555,-6.314993
"23937","Greater Chicago Area",-88.0118473,41.7435073
"23938","San Antonio, Texas",-98.4936282,29.4241219
"23939","Greater Boston Area",-71.0588305,42.3600709
"23940","Greater Boston Area",-71.0588305,42.3600709
"23941","New York, New York",-74.0059728,40.7127753
"23942","Greater Seattle Area",-122.3320534,47.6061031
"23943","South Bend, Indiana Area",-86.2519898,41.6763545
"23944","Greater New York City Area",-74.0059728,40.7127753
"23945","Greater Detroit Area",-83.0790865,42.8105356
"23946","Phoenix, Arizona Area",-112.0740373,33.4483771
"23947","São Paulo Area, Brazil",-46.6395571,-23.5557714
"23948","Charlotte, North Carolina Area",-80.8431267,35.2270869
"23949","Seattle, Washington",-122.3320708,47.6062095
"23950","Vancouver, British Columbia, Canada",-123.1207375,49.2827291
"23951","San Diego, California",-117.1610838,32.715738
"23952","San Francisco, California",-122.4194155,37.7749295
"23953","San Diego, California",-117.1610838,32.715738
"23954","Viana do Castelo District, Viana do Castelo District, Portugal",-8.770147,41.723447
"23955","Qatar",51.183884,25.354826
"23956","Shreveport, Louisiana Area",-93.7501789,32.5251516
"23957","London, England, United Kingdom",-0.1275862,51.5072178
"23958","Hartford, Connecticut Area",-72.6733723,41.7658043
"23959","Greater New York City Area",-74.0059728,40.7127753
"23960","Córdoba Area, Spain",-4.7793835,37.8881751
"23961","Greater Pittsburgh Area",-79.9192702,40.3565093
"23962","Dallas/Fort Worth Area",-96.9209135,32.7078751
"23963","Greenville, South Carolina",-82.3940104,34.8526176
"23964","Greater New York City Area",-74.0059728,40.7127753
"23965","Tampa, Florida",-82.4571776,27.950575
"23966","Newark, New Jersey",-74.1723667,40.735657
"23967","Chandler, Arizona",-111.8412502,33.3061605
"23968","Schaumburg, Illinois",-88.0834059,42.0333607
